"Block"	"Column"	"Row"	"ID"	"Name"	"Gene_symbol"	"spot"	"Category"
1	47	94	"PLTB_P08"	"Homo_sapiens_MAP3K6_mitogen-activated_protein_kinase_kinase_kinase_6"	"MAP3K6"	"MAP3K6"	"analyte"
1	48	94	"PLTB_P09"	"Homo_sapiens_heat_shock_factor_binding_protein_1"	"HSBP1"	"HSBP1"	"analyte"
1	1	95	"PLTB_A10"	"Homo_sapiens_nuclear_receptor_subfamily_1_group_H_member_2"	"NR1H2"	"NR1H2"	"analyte"
1	2	95	"PLTB_A11"	"Homo_sapiens_pyruvate_kinase_muscle_transcript_variant_1"	"PKM"	"PKM"	"analyte"
1	3	95	"PLTB_A12"	"Homo_sapiens_hairy_and_enhancer_of_split_6_(Drosophila)"	"HES6"	"HES6"	"analyte"
1	4	95	"PLTB_B10"	"Homo_sapiens_SFRS_protein_kinase_1"	"SRPK1"	"SRPK1"	"analyte"
1	5	95	"PLTB_B11"	"Homo_sapiens_nuclear_receptor_interacting_protein_1"	"NRIP1"	"NRIP1"	"analyte"
1	6	95	"PLTB_B12"	"Homo_sapiens_PCTAIRE_protein_kinase_2"	"CDK17"	"CDK17"	"analyte"
1	7	95	"PLTB_C10"	"Homo_sapiens_SWI/SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin"	"zzzz_SMARCE1"	"zzzz_SMARCE1"	"control"
1	8	95	"PLTB_C11"	"Homo_sapiens__Homo_sapiens_hypoxia-inducible_factor_1_alpha_subunit_(basic_helix-loop-helix_transcript"	"HIF1A"	"HIF1A"	"analyte"
1	9	95	"PLTB_C12"	"Homo_sapiens_SRY_(sex_determining_region_Y)-box_2"	"SOX2"	"SOX2"	"analyte"
1	10	95	"PLTB_D10"	"Homo_sapiens_hypothetical_protein_MGC42105"	"NIM1K"	"NIM1K"	"analyte"
1	11	95	"PLTB_D11"	"Homo_sapiens_RAR-related_orphan_receptor_C"	"RORC"	"RORC"	"analyte"
1	12	95	"PLTB_D12"	"Homo_sapiens_pyruvate_dehydrogenase_kinase_isoenzyme_4"	"PDK4"	"PDK4"	"analyte"
1	13	95	"PLTB_E10"	"Homo_sapiens_TAR_DNA_binding_protein"	"TARDBP"	"TARDBP"	"analyte"
1	14	95	"PLTB_E11"	"Homo_sapiens_transcription_factor_Dp-1"	"TFDP1"	"TFDP1"	"analyte"
1	15	95	"PLTB_E12"	"Homo_sapiens_forkhead-like_18_(Drosophila)"	"FOXS1"	"FOXS1"	"analyte"
1	16	95	"PLTB_F10"	"Homo_sapiens_PTK2_protein_tyrosine_kinase_2"	"PTK2_iso2"	"PTK2_iso2"	"analyte"
1	17	95	"PLTB_F11"	"Homo_sapiens_zinc_finger_protein_45_(a_Kruppel-associated_box_(KRAB)_domain_polypeptide)"	"zzzz_ZNF45"	"zzzz_ZNF45"	"control"
1	18	95	"PLTB_F12"	"Homo_sapiens_hypothetical_protein_FLJ34389"	"MLKL"	"MLKL"	"analyte"
1	19	95	"PLTB_G10"	"Homo_sapiens_activated_RNA_polymerase_II_transcription_cofactor_4"	"SUB1"	"SUB1"	"analyte"
1	20	95	"PLTB_G11"	"Homo_sapiens__Homo_sapiens_cyclin-dependent_kinase_inhibitor_2B_(p15_inhibits_CDK4)_transcript_varian"	"CDKN2B"	"CDKN2B"	"analyte"
1	21	95	"PLTB_G12"	"Homo_sapiens_polymerase_(RNA)_II_(DNA_directed)_polypeptide_I_14.5kDa"	"POLR2I"	"POLR2I"	"analyte"
1	22	95	"PLTB_H10"	"Homo_sapiens_serine/threonine_kinase_24_(STE20_homolog_yeast)"	"STK24"	"STK24"	"analyte"
1	23	95	"PLTB_H11"	"Homo_sapiens_general_transcription_factor_IIA_2_12kDa"	"GTF2A2"	"GTF2A2"	"analyte"
1	24	95	"PLTB_H12"	"Homo_sapiens_adrenergic_beta_receptor_kinase_1"	"GRK2"	"GRK2"	"analyte"
1	25	95	"PLTB_I10"	"Homo_sapiens_homeo_box_B6_transcript_variant_2"	"HOXB6"	"HOXB6"	"analyte"
1	26	95	"PLTB_I11"	"Homo_sapiens__Homo_sapiens_guanine_nucleotide_binding_protein_(G_protein)_gamma_transducing_activity_p"	"zzzz_GNGT1"	"zzzz_GNGT1"	"control"
1	27	95	"PLTB_I12"	"Homo_sapiens_retinoid_X_receptor_gamma"	"zzzzz_RXRG"	"zzzzz_RXRG"	"control"
1	28	95	"PLTB_J10"	"Homo_sapiens_MAP3K20_sterile_alpha_motif_and_leucine_zipper_containing_kinase_AZK"	"zzzz_MAP3K20"	"zzzz_MAP3K20"	"control"
1	29	95	"PLTB_J11"	"Homo_sapiens_DNA_(cytosine-5-)-methyltransferase_3-like_transcript_variant_2"	"DNMT3L"	"DNMT3L"	"analyte"
1	30	95	"PLTB_J12"	"Homo_sapiens_phosphorylase_kinase_gamma_2_(testis)"	"PHKG2"	"PHKG2"	"analyte"
1	31	95	"PLTB_K10"	"Homo_sapiens_transcription_factor_Dp-2_(E2F_dimerization_partner_2)"	"TFDP2"	"TFDP2"	"analyte"
1	32	95	"PLTB_K11"	"Homo_sapiens_neurogenic_differentiation_1"	"zzzz_NEUROD1"	"zzzz_NEUROD1"	"control"
1	33	95	"PLTB_K12"	"Homo_sapiens_cofactor_required_for_Sp1_transcriptional_activation_subunit_6_77kDa"	"MED17"	"MED17"	"analyte"
1	34	95	"PLTB_L10"	"Homo_sapiens_AP2_associated_kinase_1"	"AAK1"	"AAK1"	"analyte"
1	35	95	"PLTB_L11"	"Homo_sapiens_vestigial_like_1_(Drosophila)"	"VGLL1"	"VGLL1"	"analyte"
1	36	95	"PLTB_L12"	"Homo_sapiens_STE20-like_kinase"	"TAOK3"	"TAOK3"	"analyte"
1	37	95	"PLTB_M10"	"Homo_sapiens_maternal_G10_transcript"	"BUD31"	"BUD31"	"analyte"
1	38	95	"PLTB_M11"	"Homo_sapiens_CpG_binding_protein"	"CXXC1"	"CXXC1"	"analyte"
1	39	95	"PLTB_M12"	"Homo_sapiens_transcription_termination_factor_RNA_polymerase_II"	"TTF2"	"TTF2"	"analyte"
1	40	95	"PLTB_N10"	"Homo_sapiens_heat_shock_90kDa_protein_1_beta"	"HSP90AB1"	"HSP90AB1"	"analyte"
1	41	95	"PLTB_N11"	"Homo_sapiens_v-fos_FBJ_murine_osteosarcoma_viral_oncogene_homolog"	"FOS"	"FOS"	"analyte"
1	42	95	"PLTB_N12"	"Homo_sapiens_cyclin-dependent_kinase_inhibitor_2A_(melanoma_p16_inhibits_CDK4)"	"CDKN2A"	"CDKN2A"	"analyte"
1	43	95	"PLTB_O10"	"Homo_sapiens_NDRG_family_member_2"	"NDRG2"	"NDRG2"	"analyte"
1	44	95	"PLTB_O11"	"Homo_sapiens_TFIIA-alpha/beta-like_factor_transcript_variant_1"	"zzzzz_GTF2A1L"	"zzzzz_GTF2A1L"	"control"
1	45	95	"PLTB_O12"	"Homo_sapiens_pyruvate_dehydrogenase_kinase_isoenzyme_3"	"PDK3"	"PDK3"	"analyte"
1	46	95	"PLTB_P10"	"Homo_sapiens_3-phosphoinositide_dependent_protein_kinase-1"	"PDPK1"	"PDPK1"	"analyte"
1	47	95	"PLTB_P11"	"Homo_sapiens__Homo_sapiens_TAF6-like_RNA_polymerase_II_p300/CBP-associated_factor_(PCAF)-associated_fa"	"TAF6L"	"TAF6L"	"analyte"
1	48	95	"PLTB_P12"	"Homo_sapiens_RAD51-like_3_(S._cerevisiae)_transcript_variant_1"	"RAD51D"	"RAD51D"	"analyte"
1	1	96	"PLTB_A13"	"Homo_sapiens_Src-like-adaptor"	"SLA"	"SLA"	"analyte"
1	2	96	"PLTB_A14"	"Homo_sapiens_Spi-B_transcription_factor_(Spi-1/PU.1_related)"	"SPIB"	"SPIB"	"analyte"
1	3	96	"PLTB_A15"	"Homo_sapiens_interleukin_18_(interferon-gamma-inducing_factor)"	"IL18"	"IL18"	"analyte"
1	4	96	"PLTB_B13"	"Homo_sapiens_E74-like_factor_5_(ets_domain_transcription_factor)"	"ELF5"	"ELF5"	"analyte"
1	5	96	"PLTB_B14"	"Homo_sapiens_NIMA_(never_in_mitosis_gene_a)-_related_kinase_11"	"NEK11"	"NEK11"	"analyte"
1	6	96	"PLTB_B15"	"Homo_sapiens_Kruppel-like_factor_7_(ubiquitous)"	"KLF7"	"KLF7"	"analyte"
1	7	96	"PLTB_C13"	"Homo_sapiens_pyruvate_carboxylase"	"PC"	"PC"	"analyte"
1	8	96	"PLTB_C14"	"Homo_sapiens_host_cell_factor_2"	"HCFC2"	"HCFC2"	"analyte"
1	9	96	"PLTB_C15"	"Homo_sapiens_guanine_nucleotide_binding_protein_(G_protein)_gamma_3"	"GNG3"	"GNG3"	"analyte"
1	10	96	"PLTB_D13"	"Homo_sapiens_forkhead_box_I1_transcript_variant_2"	"FOXI1"	"FOXI1"	"analyte"
1	11	96	"PLTB_D14"	"Homo_sapiens_MAPK6_mitogen-activated_protein_kinase_6"	"MAPK6"	"MAPK6"	"analyte"
1	12	96	"PLTB_D15"	"Homo_sapiens_transcription_factor_EC"	"TFEC"	"TFEC"	"analyte"
1	13	96	"PLTB_E13"	"Homo_sapiens_damage-specific_DNA_binding_protein_1_127kDa"	"DDB1"	"DDB1"	"analyte"
1	14	96	"PLTB_E14"	"Homo_sapiens_transcriptional_adaptor_3_(NGG1_homolog_yeast)-like_transcript_variant_2"	"TADA3"	"TADA3"	"analyte"
1	15	96	"PLTB_E15"	"Homo_sapiens_RAD23_homolog_A_(S._cerevisiae)"	"RAD23A"	"RAD23A"	"analyte"
1	16	96	"PLTB_F13"	"Homo_sapiens_zinc_finger_protein_subfamily_1A_3_(Aiolos)_transcript_variant_1"	"IKZF3"	"IKZF3"	"analyte"
1	17	96	"PLTB_F14"	"Homo_sapiens_MAST1_microtubule_associated_serine/threonine_kinase_1"	"MAST1"	"MAST1"	"analyte"
1	18	96	"PLTB_F15"	"Homo_sapiens_MYST_histone_acetyltransferase_2"	"KAT7"	"KAT7"	"analyte"
1	19	96	"PLTB_G13"	"Homo_sapiens__Homo_sapiens_calcium/calmodulin-dependent_protein_kinase_(CaM_kinase)_II_beta_transcript"	"CAMK2B"	"CAMK2B"	"analyte"
1	20	96	"PLTB_G14"	"Homo_sapiens_ring_finger_protein_12_transcript_variant_1"	"zzzz_RLIM"	"zzzz_RLIM"	"control"
1	21	96	"PLTB_G15"	"Homo_sapiens_cell_division_cycle_25C_transcript_variant_1"	"CDC25C"	"CDC25C"	"analyte"
1	22	96	"PLTB_H13"	"Homo_sapiens_general_transcription_factor_IIH_polypeptide_1_62kDa"	"GTF2H1"	"GTF2H1"	"analyte"
1	23	96	"PLTB_H14"	"Homo_sapiens_adrenergic_beta_receptor_kinase_2"	"GRK3"	"GRK3"	"analyte"
1	24	96	"PLTB_H15"	"Homo_sapiens_histone_deacetylase_1"	"HDAC1"	"HDAC1"	"analyte"
1	25	96	"PLTB_I13"	"Homo_sapiens_glioma-amplified_sequence-41"	"YEATS4"	"YEATS4"	"analyte"
1	26	96	"PLTB_I14"	"Homo_sapiens_zinc_finger_protein_232"	"zzzzz_ZNF232"	"zzzzz_ZNF232"	"control"
1	27	96	"PLTB_I15"	"Homo_sapiens_high-mobility_group_box_2"	"HMGB2"	"HMGB2"	"analyte"
1	28	96	"PLTB_J13"	"Homo_sapiens_Pirin"	"PIR"	"PIR"	"analyte"
1	29	96	"PLTB_J14"	"Homo_sapiens_serine/threonine_kinase_16"	"STK16"	"STK16"	"analyte"
1	30	96	"PLTB_J15"	"Homo_sapiens_zinc_finger_protein"	"ZNF593"	"ZNF593"	"analyte"
1	31	96	"PLTB_K13"	"Homo_sapiens_calsenilin_presenilin_binding_protein_EF_hand_transcription_factor"	"KCNIP3"	"KCNIP3"	"analyte"
1	32	96	"PLTB_K14"	"Homo_sapiens_elongation_factor_RNA_polymerase_II-like_3"	"zzzz_ELL3"	"zzzz_ELL3"	"control"
1	33	96	"PLTB_K15"	"Homo_sapiens_transcription_factor_AP-4_(activating_enhancer_binding_protein_4)"	"TFAP4"	"TFAP4"	"analyte"
1	34	96	"PLTB_L13"	"Homo_sapiens_activating_transcription_factor_5"	"ATF5"	"ATF5"	"analyte"
1	35	96	"PLTB_L14"	"Homo_sapiens_oxidative-stress_responsive_1"	"OXSR1"	"OXSR1"	"analyte"
1	36	96	"PLTB_L15"	"Homo_sapiens_SCAN_domain_containing_1_transcript_variant_2"	"SCAND1"	"SCAND1"	"analyte"
1	37	96	"PLTB_M13"	"Homo_sapiens_zinc_finger_protein_36_C3H_type-like_1"	"ZFP36L1"	"ZFP36L1"	"analyte"
1	38	96	"PLTB_M14"	"Homo_sapiens_T-box_6_transcript_variant_1"	"TBX6"	"TBX6"	"analyte"
1	39	96	"PLTB_M15"	"Homo_sapiens_mesenchyme_homeo_box_2_(growth_arrest-specific_homeo_box)"	"MEOX2"	"MEOX2"	"analyte"
1	40	96	"PLTB_N13"	"Homo_sapiens_ring_finger_protein_110"	"PCGF2"	"PCGF2"	"analyte"
1	41	96	"PLTB_N14"	"Homo_sapiens_HOXA9_homeobox_A9"	"HOXA9"	"HOXA9"	"analyte"
1	42	96	"PLTB_N15"	"Homo_sapiens_homeo_box_D3"	"zzzzz_HOXD3"	"zzzzz_HOXD3"	"control"
1	43	96	"PLTB_O13"	"Homo_sapiens_estrogen_receptor_2_(ER_beta)"	"ESR2"	"ESR2"	"analyte"
1	44	96	"PLTB_O14"	"Homo_sapiens_hypothetical_protein_FLJ14813"	"MASTL"	"MASTL"	"analyte"
1	45	96	"PLTB_O15"	"Homo_sapiens_zinc_finger_protein_165"	"ZNF165"	"ZNF165"	"analyte"
1	46	96	"PLTB_P13"	"Homo_sapiens_forkhead_box_M1"	"zzzzz_FOXM1"	"zzzzz_FOXM1"	"control"
1	47	96	"PLTB_P14"	"Homo_sapiens_hypothetical_protein_MGC22688"	"STK32A"	"STK32A"	"analyte"
1	48	96	"PLTB_P15"	"Homo_sapiens_vascular_endothelial_growth_factor_B"	"VEGFB"	"VEGFB"	"analyte"
1	1	97	"PLTB_A16"	"Homo_sapiens_TEA_domain_family_member_2"	"TEAD2"	"TEAD2"	"analyte"
1	2	97	"PLTB_A17"	"Homo_sapiens_cyclin_H"	"CCNH"	"CCNH"	"analyte"
1	3	97	"PLTB_A18"	"Homo_sapiens_H2.0-like_homeo_box_1_(Drosophila)"	"HLX"	"HLX"	"analyte"
1	4	97	"PLTB_B16"	"Homo_sapiens_casein_kinase"	"PDIK1L"	"PDIK1L"	"analyte"
1	5	97	"PLTB_B17"	"Homo_sapiens_zinc_finger_protein_145_(Kruppel-like_expressed_in_promyelocytic_leukemia)"	"zzzz_ZBTB16"	"zzzz_ZBTB16"	"control"
1	6	97	"PLTB_B18"	"Homo_sapiens_PTK2_protein_tyrosine_kinase_2"	"PTK2_iso1"	"PTK2_iso1"	"analyte"
1	7	97	"PLTB_C16"	"Homo_sapiens_zinc_finger_protein_274_transcript_variant_ZNF274c"	"ZNF274"	"ZNF274"	"analyte"
1	8	97	"PLTB_C17"	"Homo_sapiens_hemoglobin_gamma_A"	"HBG1"	"HBG1"	"analyte"
1	9	97	"PLTB_C18"	"Homo_sapiens_sex_comb_on_midleg_homolog_1_(Drosophila)"	"SCMH1"	"SCMH1"	"analyte"
1	10	97	"PLTB_D16"	"Homo_sapiens_fyn-related_kinase"	"FRK"	"FRK"	"analyte"
1	11	97	"PLTB_D17"	"Homo_sapiens_TSC-22-like"	"TSC22D4"	"TSC22D4"	"analyte"
1	12	97	"PLTB_D18"	"Homo_sapiens_SFRS_protein_kinase_2_transcript_variant_2"	"SRPK2"	"SRPK2"	"analyte"
1	13	97	"PLTB_E16"	"Homo_sapiens_prohibitin"	"zzzzz_PHB"	"zzzzz_PHB"	"control"
1	14	97	"PLTB_E17"	"Homo_sapiens_MAD_mothers_against_decapentaplegic_homolog_9_(Drosophila)"	"SMAD9"	"SMAD9"	"analyte"
1	15	97	"PLTB_E18"	"Homo_sapiens__Homo_sapiens_regulatory_factor_X_3_(influences_HLA_class_II_expression)_transcript_vari"	"RFX3"	"RFX3"	"analyte"
1	16	97	"PLTB_F16"	"Homo_sapiens_activated_p21cdc42Hs_kinase"	"TNK2"	"TNK2"	"analyte"
1	17	97	"PLTB_F17"	"Homo_sapiens_homeo_box_A1_transcript_variant_1"	"HOXA1"	"HOXA1"	"analyte"
1	18	97	"PLTB_F18"	"Homo_sapiens__Homo_sapiens_succinate_dehydrogenase_complex_subunit_C_integral_membrane_protein_15kDa"	"SDHC"	"SDHC"	"analyte"
1	19	97	"PLTB_G16"	"Homo_sapiens_hypothetical_protein_FLJ12089"	"zzzzz_LASS4"	"zzzzz_LASS4"	"control"
1	20	97	"PLTB_G17"	"Homo_sapiens_TNF_receptor-associated_factor_1"	"TRAF1"	"TRAF1"	"analyte"
1	21	97	"PLTB_G18"	"Homo_sapiens_transcriptional_adaptor_2_(ADA2_homolog_yeast)-like_transcript_variant_1"	"TADA2A"	"TADA2A"	"analyte"
1	22	97	"PLTB_H16"	"Homo_sapiens_FAST_kinase"	"zzzz_FASTK"	"zzzz_FASTK"	"control"
1	23	97	"PLTB_H17"	"Homo_sapiens_TBP-like_1"	"TBPL1"	"TBPL1"	"analyte"
1	24	97	"PLTB_H18"	"Homo_sapiens_RIO_kinase_3_(yeast)"	"RIOK3"	"RIOK3"	"analyte"
1	25	97	"PLTB_I16"	"Homo_sapiens_v-maf_musculoaponeurotic_fibrosarcoma_oncogene_homolog_G_(avian)"	"MAFG"	"MAFG"	"analyte"
1	26	97	"PLTB_I17"	"Homo_sapiens_X-box_binding_protein_1"	"XBP1"	"XBP1"	"analyte"
1	27	97	"PLTB_I18"	"Homo_sapiens_distal-less_homeo_box_3"	"DLX3"	"DLX3"	"analyte"
1	28	97	"PLTB_J16"	"Homo_sapiens_TTK_protein_kinase"	"TTK"	"TTK"	"analyte"
1	29	97	"PLTB_J17"	"Homo_sapiens_CCR4-NOT_transcription_complex_subunit_2"	"CNOT2"	"CNOT2"	"analyte"
1	30	97	"PLTB_J18"	"Homo_sapiens_protein_tyrosine_phosphatase_type_IVA_member_3_transcript_variant_2"	"PTP4A3"	"PTP4A3"	"analyte"
1	31	97	"PLTB_K16"	"Homo_sapiens_TGFB-induced_factor_2_(TALE_family_homeobox)"	"TGIF2"	"TGIF2"	"analyte"
1	32	97	"PLTB_K17"	"Homo_sapiens_zinc_finger_protein_35_(clone_HF.10)"	"ZNF35"	"ZNF35"	"analyte"
1	33	97	"PLTB_K18"	"Homo_sapiens_zinc_finger_protein_187"	"ZSCAN26"	"ZSCAN26"	"analyte"
1	34	97	"PLTB_L16"	"Homo_sapiens_PRPF4_PRP4_pre-mRNA_processing_factor_4_homolog_(yeast)"	"PRPF4"	"PRPF4"	"analyte"
1	35	97	"PLTB_L17"	"Homo_sapiens_tripartite_motif-containing_32"	"TRIM32"	"TRIM32"	"analyte"
1	36	97	"PLTB_L18"	"Homo_sapiens_PCTAIRE_protein_kinase_1_transcript_variant_3"	"CDK16"	"CDK16"	"analyte"
1	37	97	"PLTB_M16"	"Homo_sapiens_nuclear_factor_I/A"	"NFIA"	"NFIA"	"analyte"
1	38	97	"PLTB_M17"	"Homo_sapiens_Sp2_transcription_factor"	"SP2"	"SP2"	"analyte"
1	39	97	"PLTB_M18"	"Homo_sapiens_twist_homolog_2_(Drosophila)"	"TWIST2"	"TWIST2"	"analyte"
1	40	97	"PLTB_N16"	"Homo_sapiens__Homo_sapiens_PRP4_pre-"	"zzzz_PRPF4"	"zzzz_PRPF4"	"control"
1	41	97	"PLTB_N17"	"Homo_sapiens_transcription_elongation_factor_B_(SIII)_polypeptide_3_(110kDa_elongin_A)"	"ELOA"	"ELOA"	"analyte"
1	42	97	"PLTB_N18"	"Homo_sapiens_TRIB3_tribbles_homolog_3_(Drosophila)"	"zzzz_TRIB3"	"zzzz_TRIB3"	"control"
1	43	97	"PLTB_O16"	"Homo_sapiens_NDRG2_NDRG_family_member_2"	"zzzz_NDRG2"	"zzzz_NDRG2"	"control"
1	44	97	"PLTB_O17"	"Homo_sapiens_nuclear_receptor_subfamily_6_group_A_member_1_transcript_variant_2"	"NR6A1"	"NR6A1"	"analyte"
1	45	97	"PLTB_O18"	"Homo_sapiens_LIMK2_LIM_domain_kinase_2"	"zzzz_LIMK2"	"zzzz_LIMK2"	"control"
1	46	97	"PLTB_P16"	"Homo_sapiens_PX_domain_containing_serine/threonine_kinase"	"zzzz_PXK"	"zzzz_PXK"	"control"
1	47	97	"PLTB_P17"	"Homo_sapiens_T-cell_leukemia_homeobox_2_transcript_variant_1"	"TLX2"	"TLX2"	"analyte"
1	48	97	"PLTB_P18"	"Homo_sapiens_ezrin-binding_partner_PACE-1_transcript_variant_1"	"SCYL3"	"SCYL3"	"analyte"
1	1	98	"PLTB_A19"	"Homo_sapiens_HUS1_checkpoint_homolog_(S._pombe)"	"HUS1"	"HUS1"	"analyte"
1	2	98	"PLTB_A20"	"Homo_sapiens_E2F_transcription_factor_6"	"E2F6"	"E2F6"	"analyte"
1	3	98	"PLTB_A21"	"Homo_sapiens_tubulin_alpha_1_(testis_specific)"	"TUBA4A"	"TUBA4A"	"analyte"
1	4	98	"PLTB_B19"	"Homo_sapiens_Kruppel-like_factor_12_transcript_variant_1"	"KLF12"	"KLF12"	"analyte"
1	5	98	"PLTB_B20"	"Homo_sapiens_serine/threonine_kinase_38_like"	"STK38L"	"STK38L"	"analyte"
1	6	98	"PLTB_B21"	"Homo_sapiens_retinoblastoma_1_(including_osteosarcoma)"	"RB1"	"RB1"	"analyte"
1	7	98	"PLTB_C19"	"Homo_sapiens_cyclin_D2"	"CCND2"	"CCND2"	"analyte"
1	8	98	"PLTB_C20"	"Homo_sapiens_hematopoietic_cell-specific_Lyn_substrate_1"	"HCLS1"	"HCLS1"	"analyte"
1	9	98	"PLTB_C21"	"Homo_sapiens_ELK3_ETS-domain_protein_(SRF_accessory_protein_2)"	"ELK3"	"ELK3"	"analyte"
1	10	98	"PLTB_D19"	"Homo_sapiens_microphthalmia-associated_transcription_factor_transcript_variant_5"	"MITF"	"MITF"	"analyte"
1	11	98	"PLTB_D20"	"Homo_sapiens_neurotrophic_tyrosine_kinase_receptor_type_2"	"zzzzz_NTRK2"	"zzzzz_NTRK2"	"control"
1	12	98	"PLTB_D21"	"Homo_sapiens_glucocorticoid_modulatory_element_binding_protein_2"	"GMEB2"	"GMEB2"	"analyte"
1	13	98	"PLTB_E19"	"Homo_sapiens_fibroblast_growth_factor_13_transcript_variant_1A"	"FGF13"	"FGF13"	"analyte"
1	14	98	"PLTB_E20"	"Homo_sapiens_suppressor_of_fused_homolog_(Drosophila)"	"SUFU"	"SUFU"	"analyte"
1	15	98	"PLTB_E21"	"Homo_sapiens_mitogen-activated_protein_kinase_kinase_kinase_6"	"zzzz_MAP3K6"	"zzzz_MAP3K6"	"control"
1	16	98	"PLTB_F19"	"Homo_sapiens_GCN5_general_control_of_amino-acid_synthesis_5-like_2_(yeast)"	"KAT2A"	"KAT2A"	"analyte"
1	17	98	"PLTB_F20"	"Homo_sapiens_activin_A_receptor_type_I"	"ACVR1"	"ACVR1"	"analyte"
1	18	98	"PLTB_F21"	"Homo_sapiens_PR_domain_containing_4"	"PRDM4"	"PRDM4"	"analyte"
1	19	98	"PLTB_G19"	"Homo_sapiens_upstream_transcription_factor_1"	"USF1"	"USF1"	"analyte"
1	20	98	"PLTB_G20"	"Homo_sapiens_p66_alpha"	"GATAD2A"	"GATAD2A"	"analyte"
1	21	98	"PLTB_G21"	"Homo_sapiens_growth_factor_receptor-bound_protein_10"	"GRB10"	"GRB10"	"analyte"
1	22	98	"PLTB_H19"	"Homo_sapiens_interleukin_enhancer_binding_factor_2_45kDa"	"ILF2"	"ILF2"	"analyte"
1	23	98	"PLTB_H20"	"Homo_sapiens_carnitine_O-octanoyltransferase"	"CROT"	"CROT"	"analyte"
1	24	98	"PLTB_H21"	"Homo_sapiens_achaete-scute_complex-like_1_(Drosophila)"	"ASCL1"	"ASCL1"	"analyte"
1	25	98	"PLTB_I19"	"Homo_sapiens_transcription_termination_factor_mitochondrial"	"MTERF1"	"MTERF1"	"analyte"
1	26	98	"PLTB_I20"	"Homo_sapiens_polyglutamine_binding_protein_1"	"PQBP1"	"PQBP1"	"analyte"
1	27	98	"PLTB_I21"	"Homo_sapiens_transcription_elongation_factor_A_(SII)-like_1"	"TCEAL1"	"TCEAL1"	"analyte"
1	28	98	"PLTB_J19"	"Homo_sapiens_putative_homeodomain_transcription_factor_1"	"PHTF1"	"PHTF1"	"analyte"
1	29	98	"PLTB_J20"	"Homo_sapiens_CDK2_cyclin-dependent_kinase_2"	"zzzz_CDK2"	"zzzz_CDK2"	"control"
1	30	98	"PLTB_J21"	"Homo_sapiens_HIV-1_Tat_interactive_protein_2_30kDa"	"HTATIP2"	"HTATIP2"	"analyte"
1	31	98	"PLTB_K19"	"Homo_sapiens_thyroid_hormone_receptor-associated_protein_(100_kDa)"	"MED24"	"MED24"	"analyte"
1	32	98	"PLTB_K20"	"Homo_sapiens__Homo_sapiens_Meis1_myeloid_ecotropic_viral_integration_site_1_homolog_2_(mouse)_transcr"	"MEIS2"	"MEIS2"	"analyte"
1	33	98	"PLTB_K21"	"Homo_sapiens_TGFB_inducible_early_growth_response"	"KLF10"	"KLF10"	"analyte"
1	34	98	"PLTB_L19"	"Homo_sapiens_transcription_factor-like_1"	"VPS72"	"VPS72"	"analyte"
1	35	98	"PLTB_L20"	"Homo_sapiens_PDK2_pyruvate_dehydrogenase_kinase_isozyme_2"	"zzzzz_PDK2"	"zzzzz_PDK2"	"control"
1	36	98	"PLTB_L21"	"Homo_sapiens_transcription_factor_CP2"	"TFCP2"	"TFCP2"	"analyte"
1	37	98	"PLTB_M19"	"Homo_sapiens_nuclear_respiratory_factor_1"	"NRF1"	"NRF1"	"analyte"
1	38	98	"PLTB_M20"	"Homo_sapiens_myogenic_factor_6_(herculin)"	"MYF6"	"MYF6"	"analyte"
1	39	98	"PLTB_M21"	"Homo_sapiens_homeo_box_B7"	"HOXB7"	"HOXB7"	"analyte"
1	40	98	"PLTB_N19"	"Homo_sapiens_ring_finger_protein_1"	"RING1"	"RING1"	"analyte"
1	41	98	"PLTB_N20"	"Homo_sapiens_ARP2_actin-related_protein_2_homolog_(yeast)"	"ACTR2"	"ACTR2"	"analyte"
1	42	98	"PLTB_N21"	"Homo_sapiens_basic_transcription_factor_3"	"BTF3"	"BTF3"	"analyte"
1	43	98	"PLTB_O19"	"Homo_sapiens_zinc_finger_protein_95_homolog_(mouse)"	"ZKSCAN5"	"ZKSCAN5"	"analyte"
1	44	98	"PLTB_O20"	"Homo_sapiens_PIM2_pim-2_oncogene"	"zzzz_PIM2"	"zzzz_PIM2"	"control"
1	45	98	"PLTB_O21"	"Homo_sapiens_PEPP_subfamily_gene_2"	"RHOXF2"	"RHOXF2"	"analyte"
1	46	98	"PLTB_P19"	"Homo_sapiens_ventral_anterior_homeobox_2"	"VAX2"	"VAX2"	"analyte"
1	47	98	"PLTB_P20"	"Homo_sapiens_PKE_protein_kinase"	"STK32C"	"STK32C"	"analyte"
1	48	98	"PLTB_P21"	"Homo_sapiens_PHD_finger_protein_1_transcript_variant_2"	"PHF1"	"PHF1"	"analyte"
1	1	99	"PLTB_A22"	"Homo_sapiens_sine_oculis_homeobox_homolog_1_(Drosophila)"	"SIX1"	"SIX1"	"analyte"
1	2	99	"PLTB_A23"	"Homo_sapiens_sorbitol_dehydrogenase"	"SORD"	"SORD"	"analyte"
1	3	99	"PLTB_A24"	"Homo_sapiens_nuclear_transcription_factor_Y_beta"	"NFYB"	"NFYB"	"analyte"
